Date,Product,Category,Price,Quantity Sold,Total Sales
2023-10-15,Tablet,Accessories,85.59,11,941.49
2023-04-21,Keyboard,Electronics,155.03,11,1705.33
2023-11-03,Mouse,Office,664.35,9,5979.15
2023-10-19,Monitor,Electronics,766.28,2,1532.56
2023-09-10,Printer,Accessories,296.69,9,2670.21
2023-03-09,Monitor,Electronics,391.98,13,5095.74
2023-01-27,Laptop,Electronics,825.64,13,10733.32
2023-05-17,Keyboard,Accessories,547.96,4,2191.84
2023-04-04,Tablet,Accessories,668.6,10,6686.0
2023-10-12,Laptop,Accessories,810.66,7,5674.62
2023-04-27,Printer,Office,36.43,14,510.02
2023-02-06,Tablet,Office,958.88,16,15342.08
2023-12-03,Laptop,Accessories,257.34,9,2316.06
2023-09-04,Headphones,Office,409.95,13,5329.35
2023-11-02,Headphones,Office,156.15,14,2186.1
2023-12-10,Laptop,Accessories,903.31,19,17162.89
2023-03-10,Laptop,Accessories,976.29,20,19525.8
2023-12-07,Keyboard,Accessories,315.74,9,2841.66
2023-07-07,Mouse,Office,806.58,9,7259.22
2023-12-19,Tablet,Accessories,82.09,8,656.72
2023-10-18,Mouse,Electronics,905.84,4,3623.36
2023-12-02,Keyboard,Office,476.68,18,8580.24
2023-10-09,Keyboard,Accessories,533.21,10,5332.1
2023-10-24,Tablet,Electronics,364.18,9,3277.62
2023-11-05,Smartphone,Electronics,950.39,15,14255.85
2023-11-07,Tablet,Electronics,326.23,20,6524.6
2023-04-02,Tablet,Electronics,502.04,9,4518.36
2023-02-24,Laptop,Electronics,544.35,8,4354.8
2023-11-01,Tablet,Electronics,327.04,6,1962.24
2023-08-24,Printer,Office,422.72,19,8031.68
2023-09-01,Headphones,Office,719.73,3,2159.19
2023-09-24,Headphones,Accessories,776.8,13,10098.4
2023-03-31,Mouse,Accessories,516.24,2,1032.48
2023-10-01,Printer,Accessories,533.39,1,533.39
2023-05-30,Headphones,Electronics,935.16,1,935.16
2023-02-02,Printer,Office,639.34,10,6393.4
2023-12-01,Monitor,Accessories,344.35,14,4820.9
2023-04-29,Mouse,Office,78.06,14,1092.84
2023-09-19,Printer,Electronics,136.06,16,2176.96
2023-06-09,Laptop,Office,118.97,1,118.97
2023-03-02,Printer,Electronics,958.7,6,5752.2
2023-10-17,Laptop,Electronics,130.21,5,651.05
2023-07-30,Headphones,Office,690.08,14,9661.12
2023-09-16,Keyboard,Office,289.03,3,867.09
2023-07-21,Tablet,Accessories,620.66,10,6206.6
2023-12-04,Printer,Electronics,357.15,7,2500.05
2023-05-21,Keyboard,Accessories,25.08,5,125.4
2023-08-12,Keyboard,Office,570.04,15,8550.6
2023-06-20,Headphones,Office,574.68,3,1724.04
2023-03-26,Printer,Office,711.82,3,2135.46
2023-12-30,Monitor,Electronics,743.58,7,5205.06
2023-05-14,Mouse,Electronics,525.73,12,6308.76
2023-10-04,Smartphone,Accessories,939.07,4,3756.28
2023-10-05,Tablet,Office,574.11,14,8037.54
2023-10-01,Smartphone,Electronics,682.96,15,10244.4
2023-03-08,Headphones,Office,745.27,19,14160.13
2023-08-22,Headphones,Electronics,108.55,7,759.85
2023-02-26,Smartphone,Accessories,30.23,5,151.15
2023-11-09,Headphones,Office,351.9,9,3167.1
2023-11-28,Smartphone,Accessories,873.18,7,6112.26
2023-01-25,Monitor,Office,965.87,4,3863.48
2023-03-12,Keyboard,Electronics,546.02,14,7644.28
2023-10-14,Laptop,Accessories,12.0,20,240.0
2023-01-28,Laptop,Electronics,346.16,7,2423.12
2023-07-05,Mouse,Electronics,580.37,1,580.37
2023-07-04,Smartphone,Office,647.8,8,5182.4
2023-06-29,Headphones,Accessories,754.5,7,5281.5
2023-04-19,Keyboard,Office,233.94,19,4444.86
2023-09-04,Tablet,Electronics,176.49,2,352.98
2023-10-09,Headphones,Accessories,475.92,6,2855.52
2023-05-15,Monitor,Electronics,475.74,15,7136.1
2023-01-25,Printer,Electronics,77.88,7,545.16
2023-11-28,Printer,Accessories,234.87,7,1644.09
2023-03-26,Mouse,Electronics,255.38,8,2043.04
2023-10-12,Printer,Office,754.71,13,9811.23
2023-02-04,Headphones,Office,154.74,20,3094.8
2023-08-14,Printer,Electronics,877.89,19,16679.91
2023-04-06,Laptop,Office,214.0,6,1284.0
2023-08-16,Printer,Electronics,209.27,16,3348.32
2023-02-10,Mouse,Office,566.56,5,2832.8
2023-07-28,Keyboard,Office,560.57,6,3363.42
2023-09-04,Monitor,Office,591.57,17,10056.69
2023-10-03,Mouse,Accessories,510.07,14,7140.98
2023-05-21,Laptop,Accessories,81.18,4,324.72
2023-04-27,Smartphone,Electronics,320.16,8,2561.28
2023-12-09,Monitor,Electronics,707.0,14,9898.0
2023-12-02,Tablet,Electronics,221.59,18,3988.62
2023-09-21,Printer,Electronics,480.31,15,7204.65
2023-01-21,Laptop,Accessories,997.28,19,18948.32
2023-08-20,Laptop,Office,352.34,4,1409.36
2023-05-18,Smartphone,Accessories,973.71,5,4868.55
2023-11-27,Smartphone,Office,981.11,14,13735.54
2023-06-04,Smartphone,Electronics,886.83,5,4434.15
2023-06-02,Laptop,Accessories,549.72,2,1099.44
2023-03-21,Laptop,Electronics,80.92,8,647.36
2023-05-20,Laptop,Office,152.85,5,764.25
2023-09-27,Smartphone,Accessories,285.93,3,857.79
2023-09-13,Monitor,Office,312.69,18,5628.42
2023-03-06,Smartphone,Accessories,47.84,9,430.56
2023-04-30,Headphones,Accessories,370.99,20,7419.8
2023-03-31,Keyboard,Accessories,271.65,3,814.95
2023-05-19,Printer,Electronics,435.32,20,8706.4
2023-05-31,Laptop,Office,921.96,11,10141.56
2023-06-05,Smartphone,Electronics,270.06,5,1350.3
2023-10-26,Monitor,Office,727.91,17,12374.47
2023-09-12,Smartphone,Office,172.67,17,2935.39
2023-09-26,Headphones,Accessories,760.48,12,9125.76
2023-03-16,Printer,Office,52.44,6,314.64
2023-01-27,Tablet,Office,335.44,3,1006.32
2023-05-31,Monitor,Electronics,289.31,6,1735.86
2023-01-23,Printer,Accessories,232.85,19,4424.15
2023-08-26,Headphones,Electronics,681.02,17,11577.34
2023-10-25,Headphones,Office,10.2,7,71.4
2023-08-26,Printer,Electronics,779.16,19,14804.04
2023-08-15,Printer,Electronics,560.45,4,2241.8
2023-06-08,Keyboard,Office,422.62,12,5071.44
2023-08-21,Tablet,Electronics,822.45,11,9046.95
2023-12-03,Headphones,Office,129.78,6,778.68
2023-04-25,Monitor,Electronics,913.17,8,7305.36
2023-06-15,Smartphone,Accessories,721.42,9,6492.78
2023-07-02,Monitor,Electronics,621.43,14,8700.02
2023-08-11,Headphones,Accessories,965.22,7,6756.54
2023-09-14,Monitor,Electronics,408.7,11,4495.7
2023-03-05,Printer,Accessories,713.06,9,6417.54
2023-07-20,Headphones,Electronics,751.86,4,3007.44
2023-12-05,Printer,Accessories,846.27,13,11001.51
2023-04-02,Smartphone,Electronics,901.2,19,17122.8
2023-12-05,Keyboard,Electronics,688.92,17,11711.64
2023-01-31,Keyboard,Electronics,189.2,8,1513.6
2023-04-09,Mouse,Office,119.49,4,477.96
2023-02-19,Mouse,Accessories,879.92,2,1759.84
2023-05-19,Keyboard,Electronics,108.97,20,2179.4
2023-05-26,Printer,Electronics,513.87,9,4624.83
2023-11-16,Headphones,Office,154.61,11,1700.71
2023-04-02,Mouse,Office,182.82,16,2925.12
2023-08-31,Mouse,Accessories,660.45,11,7264.95
2023-10-24,Monitor,Accessories,913.33,5,4566.65
2023-05-31,Monitor,Accessories,652.78,13,8486.14
2023-05-10,Laptop,Accessories,584.88,17,9942.96
2023-12-21,Mouse,Accessories,594.37,3,1783.11
2023-06-18,Tablet,Office,152.62,9,1373.58
2023-01-06,Mouse,Office,609.21,3,1827.63
2023-02-16,Monitor,Electronics,477.27,10,4772.7
2023-05-23,Headphones,Office,919.9,17,15638.3
2023-02-04,Smartphone,Office,17.94,4,71.76
2023-08-13,Keyboard,Accessories,86.15,10,861.5
2023-01-12,Mouse,Office,193.17,8,1545.36
2023-09-05,Monitor,Accessories,294.14,17,5000.38
2023-03-12,Tablet,Accessories,420.5,15,6307.5
2023-01-18,Laptop,Office,979.35,17,16648.95
2023-06-08,Monitor,Electronics,787.75,9,7089.75
2023-11-10,Monitor,Accessories,100.45,16,1607.2
2023-12-21,Monitor,Office,227.12,5,1135.6
2023-01-27,Mouse,Electronics,998.71,8,7989.68
2023-07-18,Headphones,Office,41.85,10,418.5
2023-07-29,Printer,Office,492.07,13,6396.91
2023-10-28,Headphones,Office,251.43,20,5028.6
2023-10-26,Printer,Electronics,129.05,2,258.1
2023-12-21,Keyboard,Electronics,583.16,15,8747.4
2023-04-22,Smartphone,Office,169.25,9,1523.25
2023-05-13,Printer,Office,204.21,7,1429.47
2023-01-31,Monitor,Electronics,641.11,1,641.11
2023-01-29,Monitor,Electronics,871.82,13,11333.66
2023-06-05,Keyboard,Office,593.74,7,4156.18
2023-03-28,Headphones,Electronics,443.24,9,3989.16
2023-05-23,Smartphone,Electronics,673.92,11,7413.12
2023-12-18,Keyboard,Office,116.72,14,1634.08
2023-11-15,Mouse,Office,310.14,4,1240.56
2023-08-22,Smartphone,Accessories,889.18,20,17783.6
2023-07-03,Printer,Accessories,915.1,16,14641.6
2023-03-31,Printer,Electronics,771.58,5,3857.9
2023-05-25,Tablet,Electronics,504.47,1,504.47
2023-04-18,Mouse,Electronics,410.58,8,3284.64
2023-12-14,Smartphone,Accessories,628.37,15,9425.55
2023-04-06,Headphones,Electronics,280.65,11,3087.15
2023-12-26,Mouse,Accessories,251.88,5,1259.4
2023-12-30,Monitor,Electronics,967.64,15,14514.6
2023-04-22,Printer,Electronics,981.81,1,981.81
2023-11-27,Tablet,Electronics,791.47,16,12663.52
2023-01-14,Printer,Electronics,452.16,5,2260.8
2023-06-13,Laptop,Accessories,146.05,5,730.25
2023-11-20,Headphones,Office,693.99,1,693.99
2023-08-20,Smartphone,Office,349.08,18,6283.44
2023-01-07,Keyboard,Office,617.1,14,8639.4
2023-07-30,Printer,Electronics,762.08,11,8382.88
2023-12-15,Smartphone,Electronics,22.06,13,286.78
2023-10-02,Printer,Electronics,330.62,18,5951.16
2023-10-24,Laptop,Office,939.65,9,8456.85
2023-11-02,Tablet,Electronics,388.43,12,4661.16
2023-05-25,Tablet,Accessories,952.74,13,12385.62
2023-06-07,Monitor,Accessories,122.19,7,855.33
2023-02-11,Headphones,Accessories,210.3,1,210.3
2023-07-08,Printer,Accessories,374.79,15,5621.85
2023-08-14,Smartphone,Office,452.66,15,6789.9
2023-10-25,Laptop,Electronics,862.64,7,6038.48
2023-04-22,Tablet,Accessories,117.02,4,468.08
2023-08-21,Tablet,Office,847.87,7,5935.09
2023-04-11,Laptop,Accessories,303.42,1,303.42
2023-06-13,Tablet,Office,457.93,9,4121.37
2023-02-12,Mouse,Accessories,213.21,17,3624.57
2023-09-21,Monitor,Office,981.84,20,19636.8
2023-06-26,Tablet,Electronics,652.91,2,1305.82
2023-02-24,Keyboard,Office,703.79,15,10556.85
2023-06-16,Mouse,Electronics,196.08,16,3137.28
2023-07-18,Printer,Electronics,276.41,5,1382.05
2023-01-24,Laptop,Office,439.86,17,7477.62
2023-05-10,Keyboard,Electronics,532.74,16,8523.84
2023-01-12,Tablet,Office,257.18,9,2314.62
2023-10-07,Monitor,Accessories,972.53,6,5835.18
2023-02-12,Smartphone,Electronics,104.99,20,2099.8
2023-12-06,Laptop,Accessories,325.49,2,650.98
2023-10-26,Keyboard,Accessories,911.63,20,18232.6
2023-03-19,Keyboard,Accessories,363.02,2,726.04
2023-04-04,Mouse,Electronics,222.14,12,2665.68
2023-07-05,Keyboard,Electronics,798.36,14,11177.04
2023-01-27,Laptop,Accessories,901.6,5,4508.0
2023-03-09,Smartphone,Electronics,611.87,2,1223.74
2023-10-28,Printer,Accessories,190.67,12,2288.04
2023-02-04,Headphones,Electronics,287.88,3,863.64
2023-12-18,Monitor,Electronics,254.89,6,1529.34
2023-04-30,Keyboard,Accessories,165.52,11,1820.72
2023-08-15,Laptop,Office,204.57,8,1636.56
2023-03-13,Smartphone,Accessories,419.03,8,3352.24
2023-12-28,Laptop,Electronics,537.29,5,2686.45
2023-06-30,Smartphone,Accessories,946.88,17,16096.96
2023-01-08,Mouse,Accessories,482.13,6,2892.78
2023-10-04,Monitor,Accessories,153.07,18,2755.26
2023-06-20,Laptop,Office,485.35,2,970.7
2023-09-21,Headphones,Electronics,276.31,2,552.62
2023-09-08,Tablet,Electronics,610.5,15,9157.5
2023-12-16,Tablet,Office,495.48,15,7432.2
2023-07-18,Laptop,Electronics,815.7,13,10604.1
2023-06-07,Smartphone,Office,552.05,11,6072.55
2023-02-11,Mouse,Electronics,738.95,11,8128.45
2023-06-27,Monitor,Office,856.64,2,1713.28
2023-06-12,Printer,Accessories,203.43,3,610.29
2023-04-03,Mouse,Electronics,289.34,14,4050.76
2023-09-17,Mouse,Electronics,718.1,16,11489.6
2023-06-18,Mouse,Electronics,464.08,5,2320.4
2023-03-23,Printer,Accessories,348.38,9,3135.42
2023-07-25,Keyboard,Office,874.74,20,17494.8
2023-09-07,Laptop,Office,50.55,17,859.35
2023-05-22,Smartphone,Office,404.73,4,1618.92
2023-06-09,Mouse,Office,264.44,14,3702.16
2023-03-16,Printer,Electronics,531.19,5,2655.95
2023-12-31,Monitor,Electronics,124.63,5,623.15
2023-12-03,Keyboard,Office,114.12,13,1483.56
2023-01-21,Headphones,Electronics,69.82,8,558.56
2023-09-04,Printer,Office,511.61,2,1023.22
2023-04-04,Smartphone,Office,369.18,1,369.18
2023-08-24,Printer,Electronics,947.1,10,9471.0
2023-07-06,Mouse,Office,230.75,15,3461.25
2023-09-14,Monitor,Office,888.26,13,11547.38
2023-04-28,Laptop,Office,527.74,9,4749.66
2023-03-01,Laptop,Electronics,581.38,4,2325.52
2023-05-25,Monitor,Electronics,179.79,14,2517.06
2023-12-23,Smartphone,Accessories,61.28,12,735.36
2023-07-10,Headphones,Accessories,65.38,13,849.94
2023-08-19,Headphones,Electronics,848.18,5,4240.9
2023-07-24,Smartphone,Accessories,651.81,9,5866.29
2023-02-17,Keyboard,Electronics,433.37,20,8667.4
2023-10-12,Tablet,Accessories,203.58,2,407.16
2023-08-04,Smartphone,Accessories,154.3,1,154.3
2023-03-03,Tablet,Office,424.49,9,3820.41
2023-10-14,Smartphone,Accessories,975.62,13,12683.06
2023-10-10,Smartphone,Office,72.69,16,1163.04
2023-04-06,Mouse,Office,331.24,14,4637.36
2023-03-02,Mouse,Electronics,31.91,18,574.38
2023-06-26,Mouse,Office,508.38,15,7625.7
2023-03-29,Keyboard,Office,832.77,18,14989.86
2023-03-14,Keyboard,Electronics,503.78,4,2015.12
2023-10-24,Headphones,Accessories,701.15,12,8413.8
2023-12-02,Tablet,Accessories,378.89,15,5683.35
2023-06-03,Mouse,Accessories,863.81,17,14684.77
2023-10-09,Smartphone,Electronics,356.23,18,6412.14
2023-07-30,Laptop,Office,62.21,7,435.47
2023-01-08,Printer,Electronics,114.64,8,917.12
2023-08-30,Mouse,Office,260.54,2,521.08
2023-11-29,Headphones,Office,121.91,17,2072.47
2023-01-19,Mouse,Accessories,95.77,15,1436.55
2023-02-11,Mouse,Office,434.05,2,868.1
2023-02-17,Keyboard,Accessories,252.81,10,2528.1
2023-02-02,Mouse,Electronics,712.79,18,12830.22
2023-08-13,Laptop,Office,14.11,13,183.43
2023-01-17,Headphones,Electronics,134.95,18,2429.1
2023-06-19,Mouse,Accessories,972.02,9,8748.18
2023-05-03,Tablet,Electronics,360.89,12,4330.68
2023-10-12,Mouse,Electronics,407.32,17,6924.44
2023-04-02,Mouse,Electronics,856.35,10,8563.5
2023-02-13,Monitor,Office,788.3,20,15766.0
2023-03-12,Laptop,Accessories,238.24,19,4526.56
2023-10-26,Headphones,Electronics,100.13,11,1101.43
2023-12-12,Mouse,Accessories,918.31,10,9183.1
2023-02-28,Tablet,Office,459.28,11,5052.08
2023-09-19,Mouse,Office,438.99,5,2194.95
2023-01-27,Tablet,Electronics,118.77,13,1544.01
2023-01-08,Monitor,Electronics,905.89,7,6341.23
2023-07-16,Tablet,Office,430.85,3,1292.55
2023-06-23,Printer,Electronics,316.69,20,6333.8
2023-06-22,Headphones,Accessories,550.67,3,1652.01
2023-11-13,Keyboard,Electronics,877.17,15,13157.55
2023-10-29,Mouse,Electronics,619.51,17,10531.67
2023-06-22,Headphones,Accessories,321.92,17,5472.64
2023-01-17,Tablet,Electronics,771.23,2,1542.46
2023-08-21,Smartphone,Accessories,781.45,16,12503.2
2023-12-08,Smartphone,Accessories,311.73,8,2493.84
2023-12-18,Keyboard,Electronics,999.38,4,3997.52
2023-02-21,Smartphone,Office,674.29,11,7417.19
2023-05-05,Laptop,Office,850.52,4,3402.08
2023-04-06,Keyboard,Accessories,883.47,19,16785.93
2023-10-06,Printer,Accessories,195.26,16,3124.16
2023-08-22,Laptop,Accessories,376.77,10,3767.7
2023-07-24,Printer,Electronics,52.37,1,52.37
2023-01-05,Printer,Office,711.0,6,4266.0
2023-05-01,Headphones,Office,464.08,5,2320.4
2023-12-03,Laptop,Accessories,84.68,10,846.8
2023-06-26,Monitor,Accessories,467.4,14,6543.6
2023-10-06,Monitor,Office,139.64,4,558.56
2023-03-08,Smartphone,Office,625.99,9,5633.91
2023-03-21,Headphones,Office,29.62,15,444.3
2023-06-09,Tablet,Office,303.88,2,607.76
2023-01-20,Keyboard,Accessories,945.59,9,8510.31
2023-07-22,Printer,Office,700.73,14,9810.22
2023-03-09,Headphones,Accessories,897.74,3,2693.22
2023-04-22,Mouse,Office,860.97,13,11192.61
2023-11-16,Printer,Electronics,801.95,13,10425.35
2023-12-03,Laptop,Accessories,834.71,3,2504.13
2023-10-25,Monitor,Accessories,824.3,10,8243.0
2023-09-23,Laptop,Office,255.65,6,1533.9
2023-01-29,Laptop,Accessories,445.92,10,4459.2
2023-06-27,Laptop,Accessories,972.95,18,17513.1
2023-05-15,Printer,Electronics,515.52,17,8763.84
2023-05-23,Monitor,Electronics,328.52,16,5256.32
2023-02-23,Tablet,Electronics,464.18,9,4177.62
2023-03-25,Smartphone,Electronics,155.45,7,1088.15
2023-01-15,Tablet,Accessories,457.48,15,6862.2
2023-04-06,Monitor,Electronics,70.68,7,494.76
2023-01-23,Keyboard,Accessories,411.31,17,6992.27
2023-08-04,Headphones,Office,808.87,9,7279.83
2023-11-24,Mouse,Office,341.92,8,2735.36
2023-03-08,Monitor,Electronics,303.56,11,3339.16
2023-11-25,Tablet,Electronics,832.72,15,12490.8
2023-01-07,Smartphone,Office,758.74,6,4552.44
2023-03-12,Tablet,Accessories,448.79,17,7629.43
2023-11-22,Monitor,Electronics,419.6,2,839.2
2023-01-01,Keyboard,Accessories,340.24,14,4763.36
2023-04-12,Tablet,Electronics,287.55,17,4888.35
2023-06-04,Headphones,Office,815.98,5,4079.9
2023-09-11,Headphones,Office,492.8,18,8870.4
2023-03-24,Smartphone,Electronics,634.15,11,6975.65
2023-05-04,Keyboard,Electronics,509.53,11,5604.83
2023-03-14,Tablet,Electronics,869.84,13,11307.92
2023-12-06,Monitor,Accessories,837.79,18,15080.22
2023-12-27,Headphones,Electronics,496.98,5,2484.9
2023-04-03,Tablet,Accessories,183.21,8,1465.68
2023-09-14,Monitor,Accessories,571.43,7,4000.01
2023-05-31,Tablet,Office,701.01,9,6309.09
2023-10-03,Headphones,Electronics,582.66,10,5826.6
2023-12-09,Smartphone,Office,66.27,8,530.16
2023-02-17,Printer,Electronics,490.22,6,2941.32
2023-09-09,Mouse,Electronics,455.29,19,8650.51
2023-11-03,Keyboard,Office,76.73,19,1457.87
2023-04-07,Headphones,Electronics,642.61,7,4498.27
2023-12-22,Printer,Office,463.14,11,5094.54
2023-10-10,Tablet,Office,989.92,1,989.92
2023-01-10,Headphones,Electronics,996.5,13,12954.5
2023-03-10,Keyboard,Office,114.09,12,1369.08
2023-05-07,Printer,Office,292.28,10,2922.8
2023-02-23,Mouse,Accessories,22.02,10,220.2
2023-06-12,Laptop,Accessories,910.97,9,8198.73
2023-07-25,Smartphone,Office,53.59,7,375.13
2023-06-29,Keyboard,Electronics,239.22,12,2870.64
2023-06-02,Printer,Office,556.77,6,3340.62
2023-09-16,Smartphone,Office,835.74,1,835.74
2023-03-29,Laptop,Electronics,403.09,6,2418.54
2023-06-09,Headphones,Electronics,495.61,1,495.61
2023-08-05,Headphones,Office,876.51,2,1753.02
2023-01-18,Monitor,Office,364.37,17,6194.29
2023-06-29,Mouse,Office,418.18,15,6272.7
2023-07-16,Monitor,Office,854.92,6,5129.52
2023-02-10,Monitor,Office,574.53,13,7468.89
2023-07-05,Keyboard,Electronics,582.69,1,582.69
2023-10-13,Laptop,Office,765.3,6,4591.8
2023-05-25,Mouse,Accessories,959.21,12,11510.52
2023-01-07,Headphones,Accessories,379.01,20,7580.2
2023-07-13,Mouse,Electronics,246.24,14,3447.36
2023-11-16,Monitor,Accessories,78.7,18,1416.6
2023-12-01,Monitor,Electronics,48.97,4,195.88
2023-04-04,Tablet,Accessories,745.97,6,4475.82
2023-11-10,Laptop,Accessories,216.18,13,2810.34
2023-07-15,Monitor,Electronics,934.0,9,8406.0
2023-01-13,Laptop,Accessories,785.34,6,4712.04
2023-05-07,Headphones,Accessories,808.2,5,4041.0
2023-04-02,Monitor,Office,309.63,20,6192.6
2023-05-01,Monitor,Office,351.72,19,6682.68
2023-03-22,Printer,Office,397.16,20,7943.2
2023-12-05,Headphones,Office,70.95,11,780.45
2023-04-10,Mouse,Office,305.6,17,5195.2
2023-03-15,Tablet,Accessories,151.57,13,1970.41
2023-09-16,Tablet,Electronics,664.77,14,9306.78
2023-05-14,Keyboard,Accessories,62.75,2,125.5
2023-07-28,Monitor,Accessories,51.01,17,867.17
2023-11-26,Tablet,Accessories,494.24,19,9390.56
2023-09-05,Keyboard,Office,334.55,16,5352.8
2023-06-30,Mouse,Office,870.97,19,16548.43
2023-12-23,Mouse,Accessories,151.42,20,3028.4
2023-01-21,Keyboard,Office,576.8,10,5768.0
2023-08-02,Laptop,Accessories,351.54,8,2812.32
2023-02-06,Keyboard,Electronics,510.2,19,9693.8
2023-07-25,Monitor,Office,766.47,16,12263.52
2023-05-10,Laptop,Electronics,231.32,4,925.28
2023-09-05,Smartphone,Office,933.71,12,11204.52
2023-03-24,Printer,Electronics,954.32,3,2862.96
2023-09-23,Printer,Electronics,796.06,6,4776.36
2023-02-08,Smartphone,Electronics,372.18,4,1488.72
2023-08-01,Mouse,Office,437.41,5,2187.05
2023-10-16,Smartphone,Office,430.69,15,6460.35
2023-09-04,Headphones,Office,476.34,14,6668.76
2023-07-08,Printer,Accessories,127.99,11,1407.89
2023-12-16,Tablet,Accessories,126.79,16,2028.64
2023-05-17,Headphones,Accessories,272.37,10,2723.7
2023-02-26,Tablet,Electronics,370.74,1,370.74
2023-05-10,Printer,Accessories,315.12,18,5672.16
2023-12-27,Mouse,Accessories,635.16,11,6986.76
2023-01-21,Tablet,Accessories,139.23,14,1949.22
2023-04-23,Laptop,Accessories,252.4,7,1766.8
2023-12-14,Smartphone,Office,575.53,18,10359.54
2023-04-05,Monitor,Accessories,480.83,2,961.66
2023-06-26,Mouse,Accessories,687.53,16,11000.48
2023-02-20,Monitor,Accessories,524.06,8,4192.48
2023-11-26,Headphones,Accessories,530.98,4,2123.92
2023-11-21,Keyboard,Accessories,139.43,19,2649.17
2023-07-20,Mouse,Electronics,205.94,2,411.88
2023-10-04,Monitor,Electronics,924.7,8,7397.6
2023-06-15,Monitor,Accessories,601.42,3,1804.26
2023-03-10,Mouse,Electronics,512.99,20,10259.8
2023-04-10,Printer,Electronics,687.78,13,8941.14
2023-04-26,Mouse,Electronics,864.74,14,12106.36
2023-08-21,Laptop,Office,323.06,10,3230.6
2023-01-11,Headphones,Office,315.3,4,1261.2
2023-03-25,Tablet,Accessories,880.07,17,14961.19
2023-10-09,Smartphone,Accessories,443.7,5,2218.5
2023-02-06,Headphones,Accessories,149.4,14,2091.6
2023-10-28,Keyboard,Office,244.37,3,733.11
2023-02-20,Tablet,Accessories,398.2,9,3583.8
2023-05-21,Mouse,Electronics,238.48,20,4769.6
2023-08-04,Laptop,Electronics,124.81,2,249.62
2023-10-12,Printer,Accessories,723.62,11,7959.82
2023-06-14,Monitor,Accessories,942.43,14,13194.02
2023-12-16,Mouse,Electronics,789.93,15,11848.95
2023-05-23,Headphones,Office,38.4,3,115.2
2023-03-12,Keyboard,Office,115.51,1,115.51
2023-01-09,Laptop,Office,67.73,18,1219.14
2023-03-03,Mouse,Office,780.36,20,15607.2
2023-11-16,Tablet,Electronics,331.76,7,2322.32
2023-08-12,Monitor,Accessories,527.31,18,9491.58
2023-02-13,Printer,Office,805.94,10,8059.4
2023-03-09,Smartphone,Office,797.61,8,6380.88
2023-05-04,Laptop,Accessories,414.36,7,2900.52
2023-02-20,Mouse,Electronics,504.55,2,1009.1
2023-05-20,Mouse,Electronics,663.49,7,4644.43
2023-08-27,Mouse,Office,626.83,8,5014.64
2023-09-10,Tablet,Office,705.04,9,6345.36
2023-06-13,Headphones,Accessories,929.86,14,13018.04
2023-01-03,Headphones,Accessories,190.75,13,2479.75
2023-03-29,Headphones,Electronics,136.46,4,545.84
2023-03-14,Tablet,Office,652.28,10,6522.8
2023-04-20,Smartphone,Electronics,293.85,9,2644.65
2023-02-23,Printer,Electronics,453.56,19,8617.64
2023-10-02,Printer,Electronics,606.09,18,10909.62
2023-07-11,Mouse,Accessories,613.63,7,4295.41
2023-06-15,Smartphone,Accessories,181.87,6,1091.22
2023-07-23,Monitor,Accessories,460.55,2,921.1
2023-10-09,Tablet,Accessories,16.54,13,215.02
2023-05-22,Mouse,Office,793.35,13,10313.55
2023-08-30,Printer,Office,671.75,3,2015.25
2023-03-05,Monitor,Office,654.81,9,5893.29
2023-02-22,Printer,Accessories,318.81,10,3188.1
2023-07-08,Smartphone,Accessories,694.77,12,8337.24
2023-10-09,Printer,Office,837.81,2,1675.62
2023-12-03,Tablet,Electronics,851.01,18,15318.18
2023-03-20,Laptop,Office,903.39,18,16261.02
2023-03-15,Smartphone,Accessories,582.5,20,11650.0
2023-01-24,Keyboard,Electronics,584.29,7,4090.03
2023-01-28,Headphones,Accessories,199.01,15,2985.15
2023-05-18,Laptop,Electronics,565.19,5,2825.95
2023-04-28,Keyboard,Accessories,860.29,12,10323.48
2023-02-16,Monitor,Office,107.14,15,1607.1
2023-08-15,Keyboard,Accessories,508.68,14,7121.52
2023-05-03,Monitor,Electronics,655.18,20,13103.6
2023-04-23,Smartphone,Office,623.37,16,9973.92
2023-08-14,Laptop,Electronics,119.61,17,2033.37
2023-06-21,Mouse,Accessories,530.57,6,3183.42
2023-03-16,Laptop,Office,630.12,3,1890.36
2023-08-09,Monitor,Office,891.02,7,6237.14
2023-11-02,Monitor,Office,404.15,7,2829.05
2023-04-13,Smartphone,Accessories,564.72,3,1694.16
2023-08-23,Headphones,Accessories,677.26,8,5418.08
2023-06-02,Tablet,Office,909.44,14,12732.16
2023-03-20,Keyboard,Accessories,149.15,5,745.75
2023-12-26,Keyboard,Office,163.55,10,1635.5
2023-05-29,Keyboard,Office,615.77,15,9236.55
2023-06-03,Mouse,Electronics,826.92,3,2480.76
2023-05-31,Laptop,Office,344.78,13,4482.14
2023-12-03,Monitor,Office,453.83,4,1815.32
2023-03-16,Headphones,Accessories,423.48,9,3811.32
2023-04-30,Printer,Office,578.3,11,6361.3
2023-09-10,Printer,Office,939.06,2,1878.12
2023-04-14,Keyboard,Office,616.54,3,1849.62
2023-01-24,Tablet,Electronics,531.03,8,4248.24
2023-12-13,Keyboard,Accessories,352.57,18,6346.26
2023-08-09,Mouse,Electronics,679.74,6,4078.44
